"Step","video-llava - recall","video-llava - recall__MIN","video-llava - recall__MAX"
"237","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"238","0.8461538461538461","0.8461538461538461","0.8461538461538461"
"239","0.18181818181818182","0.18181818181818182","0.18181818181818182"
"240","1","1","1"
"241","1","1","1"
"242","0.15789473684210525","0.15789473684210525","0.15789473684210525"
"243","0.2631578947368421","0.2631578947368421","0.2631578947368421"
"244","0.2631578947368421","0.2631578947368421","0.2631578947368421"
"245","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"246","0.058823529411764705","0.058823529411764705","0.058823529411764705"
"247","0.4117647058823529","0.4117647058823529","0.4117647058823529"
"248","1","1","1"
"249","0.7142857142857143","0.7142857142857143","0.7142857142857143"
"250","0.3125","0.3125","0.3125"
"251","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"252","0.45454545454545453","0.45454545454545453","0.45454545454545453"
"253","0.47368421052631576","0.47368421052631576","0.47368421052631576"
"254","1","1","1"
"255","1","1","1"
"256","1","1","1"
"257","0.36363636363636365","0.36363636363636365","0.36363636363636365"
"258","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"259","0.9230769230769231","0.9230769230769231","0.9230769230769231"
"260","0.9473684210526315","0.9473684210526315","0.9473684210526315"
"261","0.3157894736842105","0.3157894736842105","0.3157894736842105"
"262","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"263","1","1","1"
"264","1","1","1"
"265","0.5","0.5","0.5"
"266","1","1","1"
"267","0.2727272727272727","0.2727272727272727","0.2727272727272727"
"268","1","1","1"
"269","0.5","0.5","0.5"
"270","1","1","1"
"271","0.8666666666666667","0.8666666666666667","0.8666666666666667"
"272","1","1","1"
"273","0.6923076923076923","0.6923076923076923","0.6923076923076923"
"274","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"275","0.42105263157894735","0.42105263157894735","0.42105263157894735"
"276","0.9285714285714286","0.9285714285714286","0.9285714285714286"
"277","0.13333333333333333","0.13333333333333333","0.13333333333333333"
"278","0.3","0.3","0.3"
"279","1","1","1"
"280","0.8666666666666667","0.8666666666666667","0.8666666666666667"
"281","1","1","1"
"282","1","1","1"
"283","0.23529411764705882","0.23529411764705882","0.23529411764705882"
"284","0.2727272727272727","0.2727272727272727","0.2727272727272727"
"285","0.23076923076923078","0.23076923076923078","0.23076923076923078"
"286","1","1","1"
"287","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"288","1","1","1"
"289","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"290","0.3125","0.3125","0.3125"
"291","1","1","1"
"292","0.35294117647058826","0.35294117647058826","0.35294117647058826"
"293","0.9473684210526315","0.9473684210526315","0.9473684210526315"
"294","0.5","0.5","0.5"
"295","0.2727272727272727","0.2727272727272727","0.2727272727272727"
"296","0.5","0.5","0.5"
"297","0.3076923076923077","0.3076923076923077","0.3076923076923077"
"298","0.08695652173913043","0.08695652173913043","0.08695652173913043"
"299","0.09090909090909091","0.09090909090909091","0.09090909090909091"
"300","0.3125","0.3125","0.3125"
"301","1","1","1"
"302","0.9166666666666666","0.9166666666666666","0.9166666666666666"
"304","0.8666666666666667","0.8666666666666667","0.8666666666666667"
"305","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"306","1","1","1"
"307","0.18181818181818182","0.18181818181818182","0.18181818181818182"
"308","0.5","0.5","0.5"
"309","0.42857142857142855","0.42857142857142855","0.42857142857142855"
"310","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"311","0.09090909090909091","0.09090909090909091","0.09090909090909091"
"312","1","1","1"
"313","1","1","1"
"314","0.5294117647058824","0.5294117647058824","0.5294117647058824"
"315","1","1","1"
"316","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"317","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"318","0.21052631578947367","0.21052631578947367","0.21052631578947367"
"319","0.8888888888888888","0.8888888888888888","0.8888888888888888"
"320","0.21052631578947367","0.21052631578947367","0.21052631578947367"
"321","1","1","1"
"322","1","1","1"
"323","1","1","1"
"324","1","1","1"
"325","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"326","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"327","0.36363636363636365","0.36363636363636365","0.36363636363636365"
"329","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"330","0.25","0.25","0.25"
"331","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"332","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"333","0.9473684210526315","0.9473684210526315","0.9473684210526315"
"334","0.8695652173913043","0.8695652173913043","0.8695652173913043"
"335","1","1","1"
"336","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"337","1","1","1"
"338","1","1","1"
"339","0.5","0.5","0.5"
"340","1","1","1"
"341","0","0","0"
"342","0.8666666666666667","0.8666666666666667","0.8666666666666667"
"343","0.5","0.5","0.5"
"345","1","1","1"
"346","0.15789473684210525","0.15789473684210525","0.15789473684210525"
"347","0.1875","0.1875","0.1875"
"348","0.4","0.4","0.4"
"349","1","1","1"
"350","0.4","0.4","0.4"
"351","0.0625","0.0625","0.0625"
"352","0.5","0.5","0.5"
"353","0.5","0.5","0.5"
"355","1","1","1"
"356","0.35714285714285715","0.35714285714285715","0.35714285714285715"
"357","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"358","1","1","1"
"359","0.1111111111111111","0.1111111111111111","0.1111111111111111"
"360","0.9411764705882353","0.9411764705882353","0.9411764705882353"
"361","0.13043478260869565","0.13043478260869565","0.13043478260869565"
"362","0.5263157894736842","0.5263157894736842","0.5263157894736842"
"363","1","1","1"
"364","0.2222222222222222","0.2222222222222222","0.2222222222222222"
"365","1","1","1"
"366","0.45454545454545453","0.45454545454545453","0.45454545454545453"
"367","0.9285714285714286","0.9285714285714286","0.9285714285714286"
"368","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"369","0.15789473684210525","0.15789473684210525","0.15789473684210525"
"370","1","1","1"
"371","0.5384615384615384","0.5384615384615384","0.5384615384615384"
"372","0.7142857142857143","0.7142857142857143","0.7142857142857143"
"373","0.9230769230769231","0.9230769230769231","0.9230769230769231"
"374","0.14285714285714285","0.14285714285714285","0.14285714285714285"
"375","0.5","0.5","0.5"
"376","0.2","0.2","0.2"
"377","1","1","1"
"378","1","1","1"
"380","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"381","1","1","1"
"382","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"383","1","1","1"
